,public_metrics,geo,author_id,text,id,created_at,lang,description,username,name,verified,id,location,protected,full_name,id,place_type,country,geo,name,country_code
73,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",{'place_id': '300bcc6e23a88361'},25067967,"Sweeping away processions, protection from the elements, and dignity, does little to help those experiencing #homelessness. It makes housed people feel better that “something is being done”. 

I want solutions that bring our unhoused neighbors indoors. #housingendshomelessness https://t.co/qt3Hyham55",1218610571563528193,2020-01-18T19:06:15.000Z,en,"$10 electricity bill, itchy balls, knows AOC to the 4th degree",billgatespilled,nicole,False,2810582618,she/her,False,"Whittier, CA",f8f8ee516109ee0e,city,United States,"{'type': 'Feature', 'bbox': [-118.0724243, 33.928201, -117.9652874, 34.023634], 'properties': {}}",Whittier,US
74,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",{'place_id': '18810aa5b43e76c7'},18233650,"In @CityOfDallas and surrounding suburbs, there are no services available for people experiencing homelessness at the end of their life. #hospice #dignity #death #homelesshospiceneeded 

https://t.co/3n62Qt1uY0",1218587972313985024,2020-01-18T17:36:27.000Z,en,"Emerging scholar. Passionate educator. World changer. 
Focus: homelessness, resilience, dignity, family science, andragogy, innovative teaching, poverty.",janealmwhite,"Janeal M. White, MS, CFLE, MIE",False,3293184712,,False,"Irvine, CA",3d533362cdab8107,city,United States,"{'type': 'Feature', 'bbox': [-117.86894, 33.606077, -117.695781, 33.773387], 'properties': {}}",Irvine,US
75,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}",{'place_id': '0706a21788cadb8d'},2810582618,"@sgruber91 @jjcravcra Let women live. The fetus will not care if it is alive or not. Human life and dignity should be focused on true and current problems we face right now. This includes funding cash grabbing wars, bombing innocents in the middle east, the u.s homelessness issue, and more. Thank you. https://t.co/uyicDtIHA5",1216251382098882561,2020-01-12T06:51:41.000Z,en,We can't help everyone but everyone can help someone! #DevotedHusband #LovingFather #SolveHunger #MakeADifference #NeighborsInNeed #PayItForward #Foodbank,KurtReiber,Kurt Reiber,False,737530519,"#FeedingFamilies - NKY, IN, OH",False,"New York, USA",94965b2c45386f87,admin,United States,"{'type': 'Feature', 'bbox': [-79.76259, 40.477383, -71.777492, 45.015851], 'properties': {}}",New York,US
76,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",{'place_id': '33d5cf4dea5828c5'},3293184712,"@OpenAcademics Howdy all. I'm Janeal White. PhD student @ LSU social work. Research: qual, homelessness, resilience, dignity. Also adjunct in fully online family science program. Interests: influence of poverty on ed attainment, instructional design, non-trad students, andragogy, constructivism",1215856474553028609,2020-01-11T04:42:27.000Z,en,"Official Cuyahoga County Section-NCNW Account. NCNW’s mission is to lead, advocate for and empower women of African descent, their families and communities.",CuyahogaNcnw,Cuyahoga County Section-NCNW,False,975117615625592832,"Cleveland, Ohio",False,"Pennsylvania, USA",dd9c503d6c35364b,admin,United States,"{'type': 'Feature', 'bbox': [-80.519851, 39.719801, -74.689517, 42.516072], 'properties': {}}",Pennsylvania,US
77,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",{'place_id': 'e444ecd51bd16ff3'},737530519,@EmergencyShelte @StElizabethNKY @kentoncounty Congratulations @kmw1094 and continued success as you work to bring dignity and stability to our neighbors impacted by homelessness!,1215028140260679680,2020-01-08T21:50:57.000Z,en,"Boston City Council President, District 2 
波士頓市議會議長 （第2區）
Consejal de Boston Distrito 2
@USNavy (retired), Proud @BostonSchools dad and husband.",EdforBoston,Ed Flynn 愛德華費連,False,4885523950,"Boston, MA",False,"Daytona Beach, FL",5876e96f70283826,city,United States,"{'type': 'Feature', 'bbox': [-81.133668, 29.127565, -81.003444, 29.2528814], 'properties': {}}",Daytona Beach,US
78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '0320a9705055c9c3'},975117615625592832,"March on Homelessness:  Life Member/Northeast Ohio Black Health Coalition Founder, Yvonka Hall, speaks out. 

https://t.co/2rOpBimEYA",1214962637718601728,2020-01-08T17:30:40.000Z,en,"Mom, Teacher, Business Owner | 2022 Democratic Candidate US House of Representatives #FL19 #OurWater #OurHealth #OurCommunity | Official Page",Cindy_Banyai_FL,Dr. Cindy Banyai for Congress FL19,True,1127391888523300865,"Fort Myers, FL",False,"Chicago, IL",1d9a5370a355ab0c,city,United States,"{'type': 'Feature', 'bbox': [-87.940033, 41.644102, -87.523993, 42.0230669], 'properties': {}}",Chicago,US
79,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 13, 'quote_count': 3}",{'place_id': '07d9dd03b5880000'},4885523950,"I had the honor to visit, tour &amp; volunteer at the Women’s Lunch Place in the Back Bay today.  This is an exceptional program with professional staff &amp; compassionate volunteers. The @WLPBoston provides dignity for women experiencing poverty &amp; homelessness. #bospoli https://t.co/bvarJECOCz",1212495253078458370,2020-01-01T22:06:10.000Z,en,"Electric Bike Company®️ builds each bike in AMERICA 🇺🇸 according to your design,color, branding, ships FULLY  built, only use best local and global materials",ElectricBikeCo,Electric Bike Company®️,False,2537177021,"Costa Mesa, CA",False,"Dedham, MA",b15edfa4a478d83f,city,United States,"{'type': 'Feature', 'bbox': [-71.237122, 42.209198, -71.130699, 42.279999], 'properties': {}}",Dedham,US
80,"{'retweet_count': 7, 'reply_count': 4, 'like_count': 20, 'quote_count': 0}",{'place_id': '711c63250a2df503'},1127391888523300865,Glad there have been arrests. People experiencing homelessness deserve dignity. https://t.co/pgwU9vy6Ym,1211471535657148416,2019-12-30T02:18:16.000Z,en,"Is a photojournalist contributor W/ AP, AFP, Getty Images and numerous other outlets, he is a regular correspondent for The Local in NW Philly.",1936power,Cory Clark,False,398043582,"Philadelphia, PA",False,"Baldwin, NY",c2270f3c90deeb93,city,United States,"{'type': 'Feature', 'bbox': [-73.623737, 40.638174, -73.596821, 40.687876], 'properties': {}}",Baldwin,US
81,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",{'place_id': '0ce4c27ce26030aa'},2537177021,"Everyone should have the ability to get to school, work, hospital with affordable - efficient transport #endhunger #communities #spreadloveandpositivity #dignity #homelessnessawareness #slums #humans #philanthropy #humanity #homelessness #poverty https://t.co/BsFazpJmAR",1211401358387007488,2019-12-29T21:39:25.000Z,en,"Wife, mother, science teacher, traveler, diver and cinephile. Sapere aude. All views my own.",kssramon,Karalyn Ramon,False,592111487,,False,"La Habra, CA",7a615ec218d177f6,city,United States,"{'type': 'Feature', 'bbox': [-117.976849, 33.903616, -117.918925, 33.946147], 'properties': {}}",La Habra,US
82,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': 'e4a0d228eb6be76b'},398043582,@marklevinshow Stop using homeless folks as Weapons you fucking gutless pig! Homeless people are not a Democrat problem nor are they ever Republican problem they are a national problem. And they deserve the humanity and dignity of housing!https://t.co/V0VU9Bh5ku,1210375631646740481,2019-12-27T01:43:32.000Z,en,,KenBright17,Ken Bright,False,1037638856596750336,"Mount Vernon, NY",False,"Sacramento, CA",b71fac2ee9792cbe,city,United States,"{'type': 'Feature', 'bbox': [-121.576613, 38.43792, -121.362715, 38.6855236], 'properties': {}}",Sacramento,US
83,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",{'place_id': '3b77caf94bfc81fe'},592111487,"Thank you Lauren for being brave enough to share your story. The comments to this article make me sick. There is not one cause of homelessness and therefore not one solution, but erasing the stigma and treating people with dignity and respect must be the first step. https://t.co/NUlGDpnfZH",1209162102050418688,2019-12-23T17:21:24.000Z,en,Creative Communications / International Connections. PR / Social / Marketing / Video https://t.co/MqJd8nEbZU,dpna,David Perry,False,34776293,San Francisco / Palm Springs,False,"Salinas, CA",fa37e818b629e4ea,city,United States,"{'type': 'Feature', 'bbox': [-121.6919801, 36.643802, -121.5905572, 36.7344965], 'properties': {}}",Salinas,US
84,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",{'place_id': '002e24c6736f069d'},1037638856596750336,A Human right to be able to clean themselves.  Restoring dignity to those. https://t.co/ivTYixoeia,1207884733817991168,2019-12-20T04:45:36.000Z,en,"Social scientist concerned about equity, community, child & family well-being. Opinions mine alone. Director of Research @chapin_hall @UChicago",annefarrell,Anne F. Farrell,False,18962201,"Chicago, IL",False,"Georgia, USA",7142eb97ae21e839,admin,United States,"{'type': 'Feature', 'bbox': [-85.605166, 30.355644, -80.742567, 35.000771], 'properties': {}}",Georgia,US
85,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",{'place_id': '5a110d312052166f'},34776293,"“I’m crispy” (as in fried) says Doniece Sandoval, founder of Lava Mae. She is our nomination for “SF Heroine of the Year” in the effort to end homelessness and bring back dignity to our streets. Great article by Heather Knight. @hknightsf @LavaMae 

https://t.co/yleXM81vLb",1206958126429130752,2019-12-17T15:23:36.000Z,en,"Editor-In-Chief/Co-Founder: @CinapseNews.
Community Cinema: @MLFCinema @MobileLoaves. 
Husband/Father of a Human-Child.",Ed_Travis,Ed Travis,False,180087696,"Austin, Texas",False,"Cleveland, OH",0eb9676d24b211f1,city,United States,"{'type': 'Feature', 'bbox': [-81.877771, 41.392684, -81.5331634, 41.599195], 'properties': {}}",Cleveland,US
86,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.011153, 40.707499]}}",18962201,"Pleased to spend the day with these movers and shakers ... Planning a cash transfers program for youth experiencing #homelessness! Thanks for the inspiration. #endyouthhomelessness 
#agency #dignity #choice @… https://t.co/jAIpGtejUb",1204929806237945857,2019-12-12T01:03:46.000Z,en,#TameekaHubby #D3Daddy #QBP #QueensStrong #Queens24/7 #QueensIsTheFuture #LGM,DRichardsQNS,Donovan Richards Jr.,False,186552980,"Queens, NY",False,"Missouri, USA",2526edd24c06e60c,admin,United States,"{'type': 'Feature', 'bbox': [-95.774704, 35.995476, -89.098843, 40.613641], 'properties': {}}",Missouri,US
87,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",{'place_id': 'c3f37afa9efcf94b'},180087696,THE PUBLIC isn’t some work of great cinema but it’s surprising and explores homelessness with humanity and dignity and levity. Really solid work coming from writer/director/star Emilio Estevez! https://t.co/iuCJy055ty,1203929974765428736,2019-12-09T06:50:48.000Z,en,"Dad to three, connecting the dots. Views are mine.",brianrahmer,Brian Rahmer,False,17809655,"Delaware, USA",False,"San Rafael, CA",322ed6e7cc8ff243,city,United States,"{'type': 'Feature', 'bbox': [-122.592422, 37.9426184, -122.449033, 38.030467], 'properties': {}}",San Rafael,US
88,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",{'place_id': '00c39537733fa112'},186552980,Homelessness is a regional issue.  We all have a responsibility to ensure the homeless are treated with dignity and respect. We hope New Jersey shares the same compassion. https://t.co/SAsyMyHmho,1202703028400377857,2019-12-05T21:35:21.000Z,en,"Writer, speaker, muse, convener, creative place-maker seeking to foster inclusive, diverse, beloved communities. Opinions are my own. https://t.co/9LNAokRKRG",alisa_orduna,ADOrduna,False,762671174463598592,"Los Angeles, CA",False,Citizen Hotel,07d9f7389b088001,poi,United States,"{'type': 'Feature', 'bbox': [-121.493894, 38.580137, -121.493894, 38.580137], 'properties': {}}",Citizen Hotel,US
89,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",{'place_id': 'e4a0d228eb6be76b'},398043582,"@realDonaldTrump Let me just add one more myth to bust here, #homeless folks are not your weapon to attack political enemies with! They are human beings suffering from #homelessness, they are #human and deserve #dignity!
https://t.co/V0VU9Bh5ku",1202641756661125125,2019-12-05T17:31:53.000Z,en,"Clinical Law Prof @PeppLaw | Community Justice Clinic |
Clinical Ed & Global Programs | Southerner in Los Angeles |
Lawyer, Teacher, Writer",JRBProf,Jeff Baker,False,261897898,Malibama ,False,"Hawesville, KY",c596737f61af0189,city,United States,"{'type': 'Feature', 'bbox': [-86.774577, 37.882528, -86.7373693, 37.90669], 'properties': {}}",Hawesville,US
90,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",{'place_id': 'c9373d8297be0e6d'},17809655,"“Everyone has a right to dignity and respect. Homelessness is a barometer of social justice that reflects a serious problem in our society, the remedy to which is within our grasp.”

#SDoH #HiAP #Interdependence https://t.co/0okssNxKLn https://t.co/Oex6GPORNY",1201697720488144896,2019-12-03T03:00:37.000Z,en,"Mother, wife, daughter, change catalyst. #Cisco #CiscoCX #CustomerExperience #globalcitizen #humanactivist #powerofteams #connector. Tweets are my own.",VarshaKanwar,Varsha Kanwar (She/Her),False,2391339385,"Sydney, New South Wales",False,"Colorado, USA",e21c8e4914eef2b3,admin,United States,"{'type': 'Feature', 'bbox': [-109.060257, 36.992427, -102.041524, 41.003445], 'properties': {}}",Colorado,US
91,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '714789cf3b7a50d0'},762671174463598592,"@RWJF the Skid Row collaborative led by Skid Row Coffee &amp; LACAN to bring dignity, jobs, &amp; food security to residents living in homelessness would be a great candidate to consider for a 2020 Community Health Prize Award. https://t.co/vEkdNus6bE",1200057413891588098,2019-11-28T14:22:38.000Z,en,NF2 patient. Maven of funk mutation. Biologist. Rare disorder advocate  Dog lover. Married. @NF2BioSolutions volunteer. Tweets are my own.,margare60211437,Margaret Reynolds @magdelamagpie,False,1155814947978403840,"Bronx, NY",False,United States,96683cc9126741d1,country,United States,"{'type': 'Feature', 'bbox': [-179.231086, 13.182335, 179.859685, 71.434357], 'properties': {}}",United States,US
92,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",{'place_id': 'fbd6d2f5a4e4a15e'},261897898,"We frame all of these with a closing group project to wrestle with homelessness, housing, and human dignity, wrestling with all the forces and complex issues we face in our communities. It's a long, rich weekend @PeppLaw.",1197908076474462209,2019-11-22T16:01:56.000Z,en,"When children thrive, communities thrive. We’ve improved the lives of 82,000 children—but united, we can do MORE. #uniteformore #unitedwayatl",unitedwayatl,United Way of Greater Atlanta,True,17469120,"Atlanta, GA, USA",False,Luther Place Memorial Church,07d9e3eb9f480001,poi,United States,"{'type': 'Feature', 'bbox': [-77.03154605146182, 38.90721337584436, -77.03154605146182, 38.90721337584436], 'properties': {}}",Luther Place Memorial Church,US
93,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}",{'place_id': '7d62cffe6f98f349'},2391339385,"1000+ Cisco employees in 14 cities across U.S &amp; Canada, joining #CHSleepOut tonight to break the cycle of homelessness, lean in &amp; uplift each other’s human dignity. So proud &amp; humbled to be part of unparalleled #WeAreCisco spirit, committed to fight for youth facing homelessness. https://t.co/uQiYvT3mj8",1197774437027729408,2019-11-22T07:10:54.000Z,en,Sign the pledge for #EqualDignity at https://t.co/MWQm4bD4hX…. RT's ≠ endorsements. #FeelThePower✊,Ctr4CHR,National Center for Civil and Human Rights,True,570305463,"Atlanta, GA",False,"Salt Lake City, UT",bd7c511e9f8bc5da,city,United States,"{'type': 'Feature', 'bbox': [-112.0383105, 40.6998952, -111.795741, 40.8317151], 'properties': {}}",Salt Lake City,US
94,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",{'place_id': '002e24c6736f069d'},1155814947978403840,"@LewPTATC @Ilhan How dare you call her ”lady”!  She is a Representative in the U.S. Congress. Have some respect for the people in our government. She is trying to solve big problems. Homelessness is inexcusable in the USA. Taxes from all of us, especially billionaires, will pay. Dignity = roof.",1197595716266401792,2019-11-21T19:20:43.000Z,en,Texas political LMSW. Fighting for civil rights and justice at #txlege. Pro-abortion. Pro-biking 🚴‍♀️. Tweets are my own or something.,abcogs,alex,False,32708570,"Austin, TX",False,Diehl Plastic Surgery,07d9dfe02cc83001,poi,United States,"{'type': 'Feature', 'bbox': [-78.79930126787035, 35.90159297627702, -78.79930126787035, 35.90159297627702], 'properties': {}}",Diehl Plastic Surgery,US
95,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 10, 'quote_count': 3}",{'place_id': '07d9f329ee888002'},17469120,"It’s @RentPathNetwork Homelessness Awareness Week! All week, @RentPathNetwork volunteers are donating their time around Greater #Atlanta to bring resources, support &amp; dignity to those experiencing homelessness. Today, they’re building out a resource room at @ICSgeorgia. https://t.co/udzWLXUR9A",1196466744329736192,2019-11-18T16:34:35.000Z,en,** NOW @MavsOffCourt **,MavsCare,Mavs Care,False,1413549116,"Dallas, TX",False,"Fort Worth, TX",42e46bc3663a4b5f,city,United States,"{'type': 'Feature', 'bbox': [-97.538285, 32.569477, -97.033542, 32.990456], 'properties': {}}",Fort Worth,US
96,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",{'place_id': '8173485c72e78ca5'},570305463,"Thank you to everyone that came tonight! Make sure you post about your experience on all your socials!

And don’t forget to come to our next program affirming dignity in those of us experiencing homelessness: https://t.co/EIoqY1R8Ff
#PoorPeopleMatter #FeelThePower✊ https://t.co/CvNdVhvddV",1194792178079404034,2019-11-14T01:40:28.000Z,en,"Nonprofit exec, wife, feminist, progressive, nonevangelical Christian. I tweet about policies & politics, and occasionally about being a mom. Pronouns: she/hers",szabush,Adrienne S. Bush,False,130330618,"Frankfort, KY",False,"Fairfax, VA",e4aee3ab11ef52a6,city,United States,"{'type': 'Feature', 'bbox': [-77.335163, 38.83278, -77.268663, 38.872421], 'properties': {}}",Fairfax,US
97,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",{'place_id': 'c3f37afa9efcf94b'},32708570,"What do you do when you are approached by someone experiencing homelessness?
@LifeWorksAustin: Recognize the dignity of the person. And do what feels right for you. Think about you and them. What alleviates pain for you and them?",1192826164785664001,2019-11-08T15:28:13.000Z,en,"A daytime shelter in Boston for women experiencing homelessness & poverty offering meals, support, and a warm, welcoming community. Open Monday-Saturday 7AM-2PM",WLPBoston,Women's Lunch Place,False,107191998,"Boston, MA",False,"Cheval, FL",9db9aa483565ef9c,city,United States,"{'type': 'Feature', 'bbox': [-82.548673, 28.127797, -82.483741, 28.172467], 'properties': {}}",Cheval,US
98,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",{'place_id': '3f5897b87d2bf56c'},17809655,"“People without shelter deserve dignity. But this fight is about much more than homelessness.”

#SDoH #HiAP #Interdependence https://t.co/wPM1iP5NQ7 https://t.co/oB6tjC8YNt",1191000761691508736,2019-11-03T14:34:43.000Z,en,"believer, husband, dad, son, brother, rePlant pastor, pit master, peanut boiler, lover of all things Cleveland & The Ohio State",mattstacy5,Matt Stacy,False,239514968,"Toccoa, GA",False,"Newcastle, WA",006fd1571eec848f,city,United States,"{'type': 'Feature', 'bbox': [-122.2040642, 47.515042, -122.123928, 47.5458136], 'properties': {}}",Newcastle,US
99,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",{'place_id': '07d9db0785888000'},1413549116,"Congrats to @DwellwthDignity on your $50K grant, presented by the @MavsFoundation during halftime tonight.

Dwell With Dignity is dedicated to creating soothing, inspiring homes for families struggling with homelessness &amp; poverty. DwD said it’s their largest grant in history! https://t.co/QVUtU8Pbf0",1190494463048769536,2019-11-02T05:02:52.000Z,en,"Community coalition against the Queens Jail Proposal. Established by concerned residents, civic groups, & businesses in Kew Gardens, Forest Hills & Briarwood.",cpc_queens,The Community Preservation Coaliton,False,1041377889034399744,"Kew Gardens, Queens",False,West End Collegiate Church,07d9c970ee887002,poi,United States,"{'type': 'Feature', 'bbox': [-73.98184075391674, 40.78305427796743, -73.98184075391674, 40.78305427796743], 'properties': {}}",West End Collegiate Church,US
100,"{'retweet_count': 9, 'reply_count': 6, 'like_count': 35, 'quote_count': 1}",{'place_id': '2a39cded7c6fc606'},130330618,"Cities cannot ordinance their way out of homelessness. It simply doesn’t work and creates increased law enforcement costs. 

More importantly it strips people of their inherent dignity. https://t.co/hCZvMv4fuy",1187348527342592002,2019-10-24T12:42:03.000Z,en,#Yang2024 #MoveHumanityForward #FreedomDividend #DemocracyDollars #RankedChoiceVoting #MedicareForAll #NotLeftNotRightForward #YouTubeAndrewYang #YangGang,LnRBodies,Lakiesha & Rodger🧢,False,73545280,"Stockton, CA",False,"Milwaukee, WI",2a93711775303f90,city,United States,"{'type': 'Feature', 'bbox': [-88.070827, 42.920822, -87.863758, 43.1926225], 'properties': {}}",Milwaukee,US
101,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",{'place_id': '67b98f17fdcf20be'},107191998,"We provide nutrition, community, education, housing, employment, support, and dignity for women experiencing homelessness and poverty. The Spaghetti Dinner this evening benefits these women on the move to make real change happen. #WLPSD2019 https://t.co/EFDNAz3neH",1185337268996857856,2019-10-18T23:30:02.000Z,en,Enterprising Austinite | #transit #urbanplanning #transitadventure #lgbt  @ATP_org #ProjectConnect @Skillpoint @Evolve_Austin @ATXelerator @JM_Realtors,lonnystern,Lonny Stern,False,44740585,"Austin, TX",False,"Fresno, CA",944c03c1d85ef480,city,United States,"{'type': 'Feature', 'bbox': [-119.93251, 36.648905, -119.632419, 36.923179], 'properties': {}}",Fresno,US
102,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","{'place_id': '590c1000bfb45cf6', 'coordinates': {'type': 'Point', 'coordinates': [-84.31425105, 33.83708788]}}",239514968,Our partnership at @mybriarcliffatl with @TapestryATL in offering the dignity of a days pay after a solid day of labor to our neighbors experiencing homelessness is one of the best things! Just because they live… https://t.co/c0eE9FPoNF,1182506923033288704,2019-10-11T04:03:15.000Z,en,"Health, tech, & social justice focus, mom est 2017 + 2 dogs, liberal feminist, she/her, BA, MA in the bag, Dissertation focus on Long COVID care access 🐝💛",LauraMySklar,Laura @🏡 #BLM,False,2897816120,Los Angeles 🌴😎,False,"Garfield, MI",00ba70c726e814f4,city,United States,"{'type': 'Feature', 'bbox': [-85.721308, 44.68627, -85.586879, 44.7594768], 'properties': {}}",Garfield,US
103,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",{'place_id': 'e4a0d228eb6be76b'},398043582,@Diggem242 @weather__pics Stories like yours are especially important right now with Donald Trump's war on the homeless. It's always been important but perhaps a little more so then North right now. We have to end homelessness and in a way that brings people dignity,1182213517597974528,2019-10-10T08:37:21.000Z,en,"Access to Justice & Taylor Swift Enthusiast. 
Deputy Chief of Staff to @GovSisolak.
Nevada Attorney. Mom. Army Spouse. 
@AmericanU & @UNLVlaw Alum.",BaileyBortolin,Bailey Bortolin,False,2979063105,"Carson City, NV",False,United Way Of Greater Los Angeles,07d9db7b2c087001,poi,United States,"{'type': 'Feature', 'bbox': [-118.261865, 34.039667, -118.261865, 34.039667], 'properties': {}}",United Way Of Greater Los Angeles,US
104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '00c39537733fa112'},1041377889034399744,"@NYCCouncil NYC citizens need basic dignity &amp; service; affordable housing, preventing homelessness, FULLY funded schools, 360 support programs for aging, youth, mentally unwell - &amp; more - spend OUR tax revenue on OUR futures. #noboroughbasedjailsnyc #nonewjails #nokewgardensjail https://t.co/x841K2apg0",1181201931693371392,2019-10-07T13:37:40.000Z,en,Communications Director for @SenWarren🗽 Previously @JoaquinCastrotx @JulianCastro #GoSpursGo he/him/él,SarabiaTX,Alex Sarabia,False,282751665,"San Antonio, TX",False,"Winston-Salem, NC",24a53a1880093fa9,city,United States,"{'type': 'Feature', 'bbox': [-80.389019, 35.9341262, -80.100949, 36.240211], 'properties': {}}",Winston-Salem,US
105,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': 'd98e7ce217ade2c5'},73545280,"Eye opening, thx 4 sharing @scottsantens. We all have opinions about why someone’s on the streets but homelessness has individual circumstances.  It’s clear that @AndrewYang’s $1000 would restore his dignity &amp; hope! He needs the #FreedomDividend. For more info #YouTubeAndrewYang https://t.co/pBwRUh2wHN",1180870805472677888,2019-10-06T15:41:54.000Z,en,"Nonprofit founded by Usher Raymond IV to transform the lives of under-resourced youth and develop passion-driven, global leaders",UshersNewLook,Usher's New Look,True,23875405,,False,"Omaha, NE",a84b808ce3f11719,city,United States,"{'type': 'Feature', 'bbox': [-96.234587, 41.175884, -95.872275, 41.375558], 'properties': {}}",Omaha,US
106,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': 'c3f37afa9efcf94b'},44740585,Proud to see our community addressing #homelessness in a way that builds dignity through a hard day’s work. https://t.co/35GkL2tTnA,1179848767765237760,2019-10-03T20:00:41.000Z,en,Seattle mariner. Not the baseball kind. Prodigal Son of the Evergreen State. Proponent of Canadian-American friendship. 🇨🇦 🇺🇸 Happily gay married. 🏳️‍🌈,soundslikepuget,Elliott Smith,False,193596810,"Suquamish, WA & Beaumont, TX",False,"East Garden City, NY",0427846a106c0bd9,city,United States,"{'type': 'Feature', 'bbox': [-73.617232, 40.712873, -73.580488, 40.747586], 'properties': {}}",East Garden City,US
107,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '3b77caf94bfc81fe'},2897816120,"Important story on #homelessness and #health 

We have a similar project that strives to improve the health &amp; dignity of people who are homeless this year at the 2019 Research Fast Pitch

https://t.co/gIrQUkLTUn

❤️RSVP for the 2019 RFP here: https://t.co/36cL88F9Oy",1179778309464346624,2019-10-03T15:20:42.000Z,en,"Code Ninja and Hacker of all things, uncredited former Nintendo employee, Hawks shitposter, Political opinions always, Defender of the Internetz",joelsmith,Seahawks Joker Arc,False,6600152,"Seattle, WA",False,"Alexandria, VA",d6819fe60643ebc1,city,United States,"{'type': 'Feature', 'bbox': [-77.144435, 38.789907, -77.037304, 38.8448531], 'properties': {}}",Alexandria,US
108,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",{'place_id': 'adc95f2911133646'},2979063105,"Local policies matter, and everyone deserves to be treated with dignity. Thank you for speaking out Secretary @JulianCastro. This is so important - homelessness is not a crime. https://t.co/88liXK1YMP",1179415427090468865,2019-10-02T15:18:44.000Z,en,Gov Affairs @CTIPPorg • opinions are mine 🌱 vegan for the planet (they/them),JenLCurt,Jen Curt,False,2761657107,"Washington, DC",False,"Redondo Beach, CA",e1e35d357ceefa52,city,United States,"{'type': 'Feature', 'bbox': [-118.4019312, 33.814689, -118.352695, 33.8946492], 'properties': {}}",Redondo Beach,US
109,"{'retweet_count': 15, 'reply_count': 0, 'like_count': 28, 'quote_count': 1}",{'place_id': '3df4f427b5a60fea'},282751665,"“People should be treated with compassion and dignity.”

“And ultimately they need housing”

@JulianCastro in East Oakland 

“The lack of affordable housing is a nationwide crisis, and California has one of the highest rates of homelessness.”

https://t.co/xitzrBWI6T",1177234822529527808,2019-09-26T14:53:48.000Z,en,Not working 😕 😑 😒 😐,ep_sharon,REALTALK4U,False,1096072063574568960,,False,"Tacoma, WA",2dbbd1540f814343,city,United States,"{'type': 'Feature', 'bbox': [-122.5622146, 47.166863, -122.3484729, 47.319058], 'properties': {}}",Tacoma,US
